publisher,metric,count
S. Karger AG,FsF-R1.1-01M,20
S. Karger AG,FsF-R1.3-02D,20
Karger Publishers,FsF-F3-01M,8
Karger Publishers,FsF-A1-01M,8
Karger Publishers,FsF-A1-03D,8
Karger Publishers,FsF-R1.1-01M,8
Karger Publishers,FsF-R1.3-02D,8
The Microbiological Society of Korea,FsF-F3-01M,4
The Microbiological Society of Korea,FsF-A1-03D,4
The Microbiological Society of Korea,FsF-R1.1-01M,4
The Microbiological Society of Korea,FsF-R1.3-02D,4
Proceedings of the National Academy of Sciences,FsF-F3-01M,5
Proceedings of the National Academy of Sciences,FsF-F4-01M,2
Proceedings of the National Academy of Sciences,FsF-A1-01M,2
Proceedings of the National Academy of Sciences,FsF-A1-03D,5
Proceedings of the National Academy of Sciences,FsF-R1-01MD,2
Proceedings of the National Academy of Sciences,FsF-R1.1-01M,5
Proceedings of the National Academy of Sciences,FsF-R1.3-02D,5
Steinkopff-Verlag,FsF-F3-01M,4
Steinkopff-Verlag,FsF-A1-03D,4
Steinkopff-Verlag,FsF-R1.1-01M,4
Steinkopff-Verlag,FsF-R1.3-02D,4
American Association for Cancer Research,FsF-F3-01M,16
American Association for Cancer Research,FsF-A1-01M,16
American Association for Cancer Research,FsF-A1-03D,16
American Association for Cancer Research,FsF-R1.1-01M,16
American Association for Cancer Research,FsF-R1.3-02D,16
American Association for Cancer Research,FsF-I3-01M,12
Springer New York,FsF-F3-01M,15
Springer New York,FsF-A1-01M,15
Springer New York,FsF-A1-03D,15
Springer New York,FsF-R1.1-01M,15
Springer New York,FsF-R1.3-02D,15
"Springer, New York, NY",FsF-F3-01M,5
"Springer, New York, NY",FsF-A1-01M,5
"Springer, New York, NY",FsF-A1-03D,5
"Springer, New York, NY",FsF-R1.1-01M,5
"Springer, New York, NY",FsF-R1.3-02D,5
© Georg Thieme Verlag KG Stuttgart · New York,FsF-F3-01M,3
© Georg Thieme Verlag KG Stuttgart · New York,FsF-A1-01M,3
© Georg Thieme Verlag KG Stuttgart · New York,FsF-A1-03D,3
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1.1-01M,3
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1.3-02D,3
© Georg Thieme Verlag KG Stuttgart · New York,FsF-I3-01M,1
American Physiological Society,FsF-F3-01M,1
American Physiological Society,FsF-F4-01M,1
American Physiological Society,FsF-A1-01M,1
American Physiological Society,FsF-A1-03D,1
American Physiological Society,FsF-R1-01MD,1
American Physiological Society,FsF-R1.1-01M,1
American Physiological Society,FsF-R1.3-02D,1
"ARKAT USA, Inc.",FsF-F3-01M,6
"ARKAT USA, Inc.",FsF-F4-01M,6
"ARKAT USA, Inc.",FsF-A1-01M,6
"ARKAT USA, Inc.",FsF-A1-03D,6
"ARKAT USA, Inc.",FsF-R1-01MD,6
"ARKAT USA, Inc.",FsF-R1.1-01M,6
"ARKAT USA, Inc.",FsF-R1.3-02D,6
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany. All rights reserved. This journal, including all individual contributions and illustrations published therein, is legally protected by copyright for the duration of the copyright period. Any use, exploitation or commercialization outside the narrow limits set by copyright legislation, without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating, preparation of microfilms, and electronic data processing and storage.",FsF-F3-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany. All rights reserved. This journal, including all individual contributions and illustrations published therein, is legally protected by copyright for the duration of the copyright period. Any use, exploitation or commercialization outside the narrow limits set by copyright legislation, without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating, preparation of microfilms, and electronic data processing and storage.",FsF-A1-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany. All rights reserved. This journal, including all individual contributions and illustrations published therein, is legally protected by copyright for the duration of the copyright period. Any use, exploitation or commercialization outside the narrow limits set by copyright legislation, without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating, preparation of microfilms, and electronic data processing and storage.",FsF-A1-03D,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany. All rights reserved. This journal, including all individual contributions and illustrations published therein, is legally protected by copyright for the duration of the copyright period. Any use, exploitation or commercialization outside the narrow limits set by copyright legislation, without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating, preparation of microfilms, and electronic data processing and storage.",FsF-I3-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany. All rights reserved. This journal, including all individual contributions and illustrations published therein, is legally protected by copyright for the duration of the copyright period. Any use, exploitation or commercialization outside the narrow limits set by copyright legislation, without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating, preparation of microfilms, and electronic data processing and storage.",FsF-R1.1-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany. All rights reserved. This journal, including all individual contributions and illustrations published therein, is legally protected by copyright for the duration of the copyright period. Any use, exploitation or commercialization outside the narrow limits set by copyright legislation, without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating, preparation of microfilms, and electronic data processing and storage.",FsF-R1.3-02D,1
Georg Thieme Verlag,FsF-F3-01M,15
Georg Thieme Verlag,FsF-A1-01M,15
Georg Thieme Verlag,FsF-A1-03D,15
Georg Thieme Verlag,FsF-I3-01M,1
Georg Thieme Verlag,FsF-R1-01MD,13
Georg Thieme Verlag,FsF-R1.1-01M,15
Georg Thieme Verlag,FsF-R1.3-02D,15
Springer Nature Singapore,FsF-F3-01M,4
Springer Nature Singapore,FsF-A1-01M,3
Springer Nature Singapore,FsF-A1-03D,4
Springer Nature Singapore,FsF-R1.1-01M,3
Springer Nature Singapore,FsF-R1.3-02D,4
"Springer, Singapore",FsF-F3-01M,2
"Springer, Singapore",FsF-A1-01M,2
"Springer, Singapore",FsF-A1-03D,2
"Springer, Singapore",FsF-R1.1-01M,2
"Springer, Singapore",FsF-R1.3-02D,2
Schattauer GmbH,FsF-F3-01M,2
Schattauer GmbH,FsF-A1-01M,2
Schattauer GmbH,FsF-A1-03D,2
Schattauer GmbH,FsF-R1.1-01M,2
Schattauer GmbH,FsF-R1.3-02D,2
"Springer, Dordrecht",FsF-F3-01M,6
"Springer, Dordrecht",FsF-A1-01M,6
"Springer, Dordrecht",FsF-A1-03D,6
"Springer, Dordrecht",FsF-R1.1-01M,6
"Springer, Dordrecht",FsF-R1.3-02D,6
American Association for the Advancement of Science (AAAS),FsF-F3-01M,5
American Association for the Advancement of Science (AAAS),FsF-F4-01M,5
American Association for the Advancement of Science (AAAS),FsF-A1-01M,5
American Association for the Advancement of Science (AAAS),FsF-A1-03D,5
American Association for the Advancement of Science (AAAS),FsF-R1-01MD,5
American Association for the Advancement of Science (AAAS),FsF-R1.1-01M,5
American Association for the Advancement of Science (AAAS),FsF-R1.3-02D,5
Ivyspring International Publisher,FsF-F3-01M,3
Ivyspring International Publisher,FsF-F4-01M,3
Ivyspring International Publisher,FsF-A1-01M,3
Ivyspring International Publisher,FsF-A1-03D,3
Ivyspring International Publisher,FsF-R1-01MD,3
Ivyspring International Publisher,FsF-R1.1-01M,3
Ivyspring International Publisher,FsF-R1.3-02D,3
National Academy of Sciences,FsF-F3-01M,1
National Academy of Sciences,FsF-A1-03D,1
National Academy of Sciences,FsF-R1.1-01M,1
National Academy of Sciences,FsF-R1.3-02D,1
PNAS,FsF-F3-01M,1
PNAS,FsF-A1-03D,1
PNAS,FsF-R1.1-01M,1
PNAS,FsF-R1.3-02D,1
Pensoft Publishers,FsF-F3-01M,5
Pensoft Publishers,FsF-A1-01M,5
Pensoft Publishers,FsF-A1-03D,5
Pensoft Publishers,FsF-R1.1-01M,5
Pensoft Publishers,FsF-R1.3-02D,5
MycoKeys,FsF-F3-01M,1
MycoKeys,FsF-A1-01M,1
MycoKeys,FsF-A1-03D,1
MycoKeys,FsF-R1.1-01M,1
MycoKeys,FsF-R1.3-02D,1
http://www.eurekaselect.com,FsF-F3-01M,2
http://www.eurekaselect.com,FsF-A1-01M,2
http://www.eurekaselect.com,FsF-A1-03D,2
http://www.eurekaselect.com,FsF-I3-01M,2
http://www.eurekaselect.com,FsF-R1.1-01M,2
http://www.eurekaselect.com,FsF-R1.3-02D,2
Portland Press,FsF-F3-01M,6
Portland Press,FsF-A1-01M,6
Portland Press,FsF-A1-03D,6
Portland Press,FsF-R1.1-01M,6
Portland Press,FsF-R1.3-02D,6
BMJ Publishing Group Ltd and British Society of Gastroenterology,FsF-F3-01M,1
BMJ Publishing Group Ltd and British Society of Gastroenterology,FsF-F4-01M,1
BMJ Publishing Group Ltd and British Society of Gastroenterology,FsF-A1-01M,1
BMJ Publishing Group Ltd and British Society of Gastroenterology,FsF-A1-03D,1
BMJ Publishing Group Ltd and British Society of Gastroenterology,FsF-I3-01M,1
BMJ Publishing Group Ltd and British Society of Gastroenterology,FsF-R1-01MD,1
BMJ Publishing Group Ltd and British Society of Gastroenterology,FsF-R1.1-01M,1
BMJ Publishing Group Ltd and British Society of Gastroenterology,FsF-R1.3-02D,1
Morressier,FsF-F3-01M,16
Morressier,FsF-A1-01M,16
Morressier,FsF-A1-03D,16
Morressier,FsF-I3-01M,16
Morressier,FsF-R1-01MD,16
Morressier,FsF-R1.1-01M,16
Morressier,FsF-R1.3-02D,16
The Company of Biologists,FsF-F3-01M,12
The Company of Biologists,FsF-F4-01M,2
The Company of Biologists,FsF-A1-01M,12
The Company of Biologists,FsF-A1-03D,12
The Company of Biologists,FsF-R1-01MD,2
The Company of Biologists,FsF-R1.1-01M,12
The Company of Biologists,FsF-R1.3-02D,12
Preprints,FsF-F3-01M,1
Preprints,FsF-A1-01M,1
Preprints,FsF-A1-03D,1
Preprints,FsF-I3-01M,1
Preprints,FsF-R1.1-01M,1
Preprints,FsF-R1.3-02D,1
American Society of Hematology,FsF-F3-01M,10
American Society of Hematology,FsF-F4-01M,6
American Society of Hematology,FsF-A1-01M,10
American Society of Hematology,FsF-A1-03D,10
American Society of Hematology,FsF-R1-01MD,6
American Society of Hematology,FsF-R1.1-01M,10
American Society of Hematology,FsF-R1.3-02D,10
"Bio-Protocol, LLC",FsF-F3-01M,2
"Bio-Protocol, LLC",FsF-F4-01M,2
"Bio-Protocol, LLC",FsF-A1-01M,2
"Bio-Protocol, LLC",FsF-A1-03D,2
"Bio-Protocol, LLC",FsF-R1-01MD,2
"Bio-Protocol, LLC",FsF-R1.1-01M,2
"Bio-Protocol, LLC",FsF-R1.3-02D,2
IGI Global,FsF-F3-01M,7
IGI Global,FsF-A1-03D,7
IGI Global,FsF-R1.1-01M,7
IGI Global,FsF-R1.3-02D,7
IGI Global Scientific Publishing,FsF-F3-01M,3
IGI Global Scientific Publishing,FsF-A1-03D,3
IGI Global Scientific Publishing,FsF-R1.1-01M,3
IGI Global Scientific Publishing,FsF-R1.3-02D,3
EMBnet Stichting,FsF-F3-01M,2
EMBnet Stichting,FsF-A1-03D,2
EMBnet Stichting,FsF-R1-01MD,2
EMBnet Stichting,FsF-R1.1-01M,2
EMBnet Stichting,FsF-R1.3-02D,2
Frontiers for Young Minds,FsF-F3-01M,1
Frontiers for Young Minds,FsF-A1-01M,1
Frontiers for Young Minds,FsF-A1-03D,1
Frontiers for Young Minds,FsF-I3-01M,1
Frontiers for Young Minds,FsF-R1.1-01M,1
Frontiers for Young Minds,FsF-R1.3-02D,1
Portland Press Ltd.,FsF-F3-01M,3
Portland Press Ltd.,FsF-A1-01M,3
Portland Press Ltd.,FsF-A1-03D,3
Portland Press Ltd.,FsF-R1.1-01M,3
Portland Press Ltd.,FsF-R1.3-02D,3
Portland Press Ltd.,FsF-F4-01M,1
Portland Press Ltd.,FsF-R1-01MD,1
European Respiratory Society (ERS),FsF-F3-01M,3
European Respiratory Society (ERS),FsF-F4-01M,3
European Respiratory Society (ERS),FsF-A1-01M,3
European Respiratory Society (ERS),FsF-A1-03D,3
European Respiratory Society (ERS),FsF-R1-01MD,3
European Respiratory Society (ERS),FsF-R1.1-01M,3
European Respiratory Society (ERS),FsF-R1.3-02D,3
Nauka/Interperiodica,FsF-F3-01M,2
Nauka/Interperiodica,FsF-A1-03D,2
Nauka/Interperiodica,FsF-R1.1-01M,2
Nauka/Interperiodica,FsF-R1.3-02D,2
Alzheimer’s Association,FsF-F3-01M,1
Alzheimer’s Association,FsF-A1-01M,1
Alzheimer’s Association,FsF-A1-03D,1
Alzheimer’s Association,FsF-R1.1-01M,1
Alzheimer’s Association,FsF-R1.3-02D,1
"Humana Press, Totowa, NJ",FsF-F3-01M,1
"Humana Press, Totowa, NJ",FsF-A1-01M,1
"Humana Press, Totowa, NJ",FsF-A1-03D,1
"Humana Press, Totowa, NJ",FsF-R1.1-01M,1
"Humana Press, Totowa, NJ",FsF-R1.3-02D,1
American Association for Cancer Research (AACR),FsF-F3-01M,12
American Association for Cancer Research (AACR),FsF-A1-01M,12
American Association for Cancer Research (AACR),FsF-A1-03D,12
American Association for Cancer Research (AACR),FsF-I3-01M,12
American Association for Cancer Research (AACR),FsF-R1.1-01M,12
American Association for Cancer Research (AACR),FsF-R1.3-02D,12
Eukaryotic Cell,FsF-F3-01M,1
Eukaryotic Cell,FsF-A1-03D,1
Eukaryotic Cell,FsF-R1.1-01M,1
Eukaryotic Cell,FsF-R1.3-02D,1
The Rockefeller University Press,FsF-F3-01M,3
The Rockefeller University Press,FsF-A1-01M,3
The Rockefeller University Press,FsF-A1-03D,3
The Rockefeller University Press,FsF-R1.1-01M,3
The Rockefeller University Press,FsF-R1.3-02D,3
American Chemical Society and American Society of Pharmacognosy,FsF-F3-01M,3
American Chemical Society and American Society of Pharmacognosy,FsF-A1-03D,3
American Chemical Society and American Society of Pharmacognosy,FsF-R1.1-01M,3
American Chemical Society and American Society of Pharmacognosy,FsF-R1.3-02D,3
SAGE Publications,FsF-F3-01M,7
SAGE Publications,FsF-F4-01M,7
SAGE Publications,FsF-A1-01M,7
SAGE Publications,FsF-A1-03D,7
SAGE Publications,FsF-R1-01MD,7
SAGE Publications,FsF-R1.1-01M,7
SAGE Publications,FsF-R1.3-02D,7
The Advanced Portfolio,FsF-F3-01M,3
The Advanced Portfolio,FsF-A1-01M,3
The Advanced Portfolio,FsF-A1-03D,3
The Advanced Portfolio,FsF-I3-01M,3
The Advanced Portfolio,FsF-R1.1-01M,3
The Advanced Portfolio,FsF-R1.3-02D,3
CLOCKSS Archive,FsF-F3-01M,2
CLOCKSS Archive,FsF-A1-01M,2
CLOCKSS Archive,FsF-A1-03D,2
CLOCKSS Archive,FsF-R1.1-01M,2
CLOCKSS Archive,FsF-R1.3-02D,2
© Georg Thieme Verlag,FsF-F3-01M,1
© Georg Thieme Verlag,FsF-A1-01M,1
© Georg Thieme Verlag,FsF-A1-03D,1
© Georg Thieme Verlag,FsF-R1-01MD,1
© Georg Thieme Verlag,FsF-R1.1-01M,1
© Georg Thieme Verlag,FsF-R1.3-02D,1
Editio Cantor Verlag,FsF-F3-01M,2
Editio Cantor Verlag,FsF-A1-01M,2
Editio Cantor Verlag,FsF-A1-03D,2
Editio Cantor Verlag,FsF-R1.1-01M,2
Editio Cantor Verlag,FsF-R1.3-02D,2
Naturalis Biodiversity Center,FsF-F3-01M,10
Naturalis Biodiversity Center,FsF-A1-01M,10
Naturalis Biodiversity Center,FsF-A1-03D,10
Naturalis Biodiversity Center,FsF-R1.1-01M,10
Naturalis Biodiversity Center,FsF-R1.3-02D,10
IEEE,FsF-F3-01M,4
IEEE,FsF-F4-01M,4
IEEE,FsF-A1-01M,4
IEEE,FsF-A1-03D,4
IEEE,FsF-I3-01M,4
IEEE,FsF-R1-01MD,4
IEEE,FsF-R1.1-01M,4
IEEE,FsF-R1.3-02D,4
Springer India,FsF-F3-01M,3
Springer India,FsF-A1-01M,3
Springer India,FsF-A1-03D,3
Springer India,FsF-R1.1-01M,3
Springer India,FsF-R1.3-02D,3
"Springer, New Delhi",FsF-F3-01M,1
"Springer, New Delhi",FsF-A1-01M,1
"Springer, New Delhi",FsF-A1-03D,1
"Springer, New Delhi",FsF-R1.1-01M,1
"Springer, New Delhi",FsF-R1.3-02D,1
Walter de Gruyter GmbH,FsF-F3-01M,12
Walter de Gruyter GmbH,FsF-A1-03D,12
Walter de Gruyter GmbH,FsF-R1.1-01M,12
Walter de Gruyter GmbH,FsF-R1.3-02D,12
The Association for Research in Vision and Ophthalmology,FsF-F3-01M,1
The Association for Research in Vision and Ophthalmology,FsF-F4-01M,1
The Association for Research in Vision and Ophthalmology,FsF-A1-01M,1
The Association for Research in Vision and Ophthalmology,FsF-A1-03D,1
The Association for Research in Vision and Ophthalmology,FsF-R1.1-01M,1
The Association for Research in Vision and Ophthalmology,FsF-R1.3-02D,1
JAMA Network,FsF-F3-01M,1
JAMA Network,FsF-A1-01M,1
JAMA Network,FsF-A1-03D,1
JAMA Network,FsF-R1.1-01M,1
JAMA Network,FsF-R1.3-02D,1
American Medical Association,FsF-F3-01M,1
American Medical Association,FsF-A1-01M,1
American Medical Association,FsF-A1-03D,1
American Medical Association,FsF-R1.1-01M,1
American Medical Association,FsF-R1.3-02D,1
German Medical Science GMS Publishing House,FsF-F3-01M,1
German Medical Science GMS Publishing House,FsF-A1-01M,1
German Medical Science GMS Publishing House,FsF-A1-03D,1
German Medical Science GMS Publishing House,FsF-I1-01M,1
German Medical Science GMS Publishing House,FsF-R1.3-02D,1
Fundació Scito,FsF-F3-01M,2
Fundació Scito,FsF-F4-01M,2
Fundació Scito,FsF-A1-01M,2
Fundació Scito,FsF-A1-03D,2
Fundació Scito,FsF-I3-01M,2
Fundació Scito,FsF-R1.1-01M,2
Fundació Scito,FsF-R1.3-02D,2
Mary Ann Liebert Inc,FsF-F3-01M,1
Mary Ann Liebert Inc,FsF-F4-01M,1
Mary Ann Liebert Inc,FsF-A1-01M,1
Mary Ann Liebert Inc,FsF-A1-03D,1
Mary Ann Liebert Inc,FsF-R1-01MD,1
Mary Ann Liebert Inc,FsF-R1.1-01M,1
Mary Ann Liebert Inc,FsF-R1.3-02D,1
The Royal Society,FsF-F3-01M,7
The Royal Society,FsF-A1-03D,7
The Royal Society,FsF-R1.1-01M,7
The Royal Society,FsF-R1.3-02D,7
The Royal Society,FsF-F4-01M,4
The Royal Society,FsF-A1-01M,4
The Royal Society,FsF-R1-01MD,4
Open Biology,FsF-F3-01M,1
Open Biology,FsF-A1-03D,1
Open Biology,FsF-R1.1-01M,1
Open Biology,FsF-R1.3-02D,1
© Georg Thieme Verlag,FsF-F3-01M,2
© Georg Thieme Verlag,FsF-A1-01M,2
© Georg Thieme Verlag,FsF-A1-03D,2
© Georg Thieme Verlag,FsF-R1.1-01M,2
© Georg Thieme Verlag,FsF-R1.3-02D,2
IWA Publishing,FsF-F3-01M,3
IWA Publishing,FsF-A1-01M,3
IWA Publishing,FsF-A1-03D,3
IWA Publishing,FsF-R1.1-01M,3
IWA Publishing,FsF-R1.3-02D,3
"Institute of Organic Chemistry and Biochemistry AS CR, v.v.i.",FsF-F3-01M,1
"Institute of Organic Chemistry and Biochemistry AS CR, v.v.i.",FsF-F4-01M,1
"Institute of Organic Chemistry and Biochemistry AS CR, v.v.i.",FsF-A1-01M,1
"Institute of Organic Chemistry and Biochemistry AS CR, v.v.i.",FsF-A1-03D,1
"Institute of Organic Chemistry and Biochemistry AS CR, v.v.i.",FsF-R1-01MD,1
"Institute of Organic Chemistry and Biochemistry AS CR, v.v.i.",FsF-R1.1-01M,1
"Institute of Organic Chemistry and Biochemistry AS CR, v.v.i.",FsF-R1.3-02D,1
Institute of Organic Chemistry & Biochemistry,FsF-F3-01M,2
Institute of Organic Chemistry & Biochemistry,FsF-F4-01M,2
Institute of Organic Chemistry & Biochemistry,FsF-A1-01M,2
Institute of Organic Chemistry & Biochemistry,FsF-A1-03D,2
Institute of Organic Chemistry & Biochemistry,FsF-R1-01MD,2
Institute of Organic Chemistry & Biochemistry,FsF-R1.1-01M,2
Institute of Organic Chemistry & Biochemistry,FsF-R1.3-02D,2
Rockefeller University Press,FsF-F3-01M,2
Rockefeller University Press,FsF-A1-01M,2
Rockefeller University Press,FsF-A1-03D,2
Rockefeller University Press,FsF-R1.1-01M,2
Rockefeller University Press,FsF-R1.3-02D,2
Akadémiai Kiadó,FsF-F3-01M,1
Akadémiai Kiadó,FsF-A1-01M,1
Akadémiai Kiadó,FsF-A1-03D,1
Akadémiai Kiadó,FsF-I3-01M,1
Akadémiai Kiadó,FsF-R1.1-01M,1
Akadémiai Kiadó,FsF-R1.3-02D,1
AKJournals,FsF-F3-01M,1
AKJournals,FsF-A1-01M,1
AKJournals,FsF-A1-03D,1
AKJournals,FsF-I3-01M,1
AKJournals,FsF-R1.1-01M,1
AKJournals,FsF-R1.3-02D,1
Springer Singapore,FsF-F3-01M,3
Springer Singapore,FsF-A1-01M,3
Springer Singapore,FsF-A1-03D,3
Springer Singapore,FsF-R1.1-01M,3
Springer Singapore,FsF-R1.3-02D,3
Infection and Immunity,FsF-F3-01M,2
Infection and Immunity,FsF-A1-03D,2
Infection and Immunity,FsF-R1.1-01M,2
Infection and Immunity,FsF-R1.3-02D,2
RSC,FsF-F3-01M,4
RSC,FsF-A1-03D,4
RSC,FsF-R1.1-01M,4
RSC,FsF-R1.3-02D,4
Annual Reviews,FsF-F3-01M,6
Annual Reviews,FsF-A1-01M,6
Annual Reviews,FsF-A1-03D,6
Annual Reviews,FsF-I3-01M,6
Annual Reviews,FsF-R1.1-01M,6
Annual Reviews,FsF-R1.3-02D,6
"Copyright © 2006 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA.",FsF-F3-01M,1
"Copyright © 2006 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA.",FsF-A1-01M,1
"Copyright © 2006 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA.",FsF-A1-03D,1
"Copyright © 2006 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA.",FsF-R1.1-01M,1
"Copyright © 2006 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA.",FsF-R1.3-02D,1
European Respiratory Society,FsF-F3-01M,2
European Respiratory Society,FsF-F4-01M,2
European Respiratory Society,FsF-A1-01M,2
European Respiratory Society,FsF-A1-03D,2
European Respiratory Society,FsF-I3-01M,2
European Respiratory Society,FsF-R1-01MD,2
European Respiratory Society,FsF-R1.1-01M,2
European Respiratory Society,FsF-R1.3-02D,2
"IfADo - Leibniz Research Centre for Working Environment and Human Factors, Dortmund",FsF-F3-01M,1
"IfADo - Leibniz Research Centre for Working Environment and Human Factors, Dortmund",FsF-F4-01M,1
"IfADo - Leibniz Research Centre for Working Environment and Human Factors, Dortmund",FsF-A1-03D,1
"IfADo - Leibniz Research Centre for Working Environment and Human Factors, Dortmund",FsF-I1-01M,1
"IfADo - Leibniz Research Centre for Working Environment and Human Factors, Dortmund",FsF-I3-01M,1
"IfADo - Leibniz Research Centre for Working Environment and Human Factors, Dortmund",FsF-R1.3-02D,1
Springer Nature Switzerland,FsF-F3-01M,3
Springer Nature Switzerland,FsF-A1-01M,3
Springer Nature Switzerland,FsF-A1-03D,3
Springer Nature Switzerland,FsF-R1.1-01M,3
Springer Nature Switzerland,FsF-R1.3-02D,3
Massachusetts Medical Society,FsF-F3-01M,1
Massachusetts Medical Society,FsF-F4-01M,1
Massachusetts Medical Society,FsF-A1-01M,1
Massachusetts Medical Society,FsF-A1-03D,1
Massachusetts Medical Society,FsF-R1-01MD,1
Massachusetts Medical Society,FsF-R1.1-01M,1
Massachusetts Medical Society,FsF-R1.3-02D,1
Pharmaceutical Society of Korea,FsF-F3-01M,4
Pharmaceutical Society of Korea,FsF-A1-03D,4
Pharmaceutical Society of Korea,FsF-R1.1-01M,4
Pharmaceutical Society of Korea,FsF-R1.3-02D,4
SpringerOpen,FsF-F3-01M,3
SpringerOpen,FsF-A1-03D,3
SpringerOpen,FsF-R1.3-02D,3
SCITEPRESS - Science and and Technology Publications,FsF-F3-01M,2
SCITEPRESS - Science and and Technology Publications,FsF-A1-01M,2
SCITEPRESS - Science and and Technology Publications,FsF-A1-03D,2
SCITEPRESS - Science and and Technology Publications,FsF-I3-01M,2
SCITEPRESS - Science and and Technology Publications,FsF-R1.1-01M,2
SCITEPRESS - Science and and Technology Publications,FsF-R1.3-02D,2
© Georg Thieme Verlag Stuttgart · New York,FsF-F3-01M,1
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-01M,1
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-03D,1
© Georg Thieme Verlag Stuttgart · New York,FsF-I3-01M,1
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.1-01M,1
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.3-02D,1
The Japanese Society of Hypertension,FsF-F3-01M,1
The Japanese Society of Hypertension,FsF-A1-01M,1
The Japanese Society of Hypertension,FsF-A1-03D,1
The Japanese Society of Hypertension,FsF-R1.1-01M,1
The Japanese Society of Hypertension,FsF-R1.3-02D,1
Cambridge University Press,FsF-F3-01M,1
Cambridge University Press,FsF-A1-01M,1
Cambridge University Press,FsF-A1-03D,1
Cambridge University Press,FsF-R1.1-01M,1
Cambridge University Press,FsF-R1.3-02D,1
Cambridge Core,FsF-F3-01M,1
Cambridge Core,FsF-A1-01M,1
Cambridge Core,FsF-A1-03D,1
Cambridge Core,FsF-R1.1-01M,1
Cambridge Core,FsF-R1.3-02D,1
Metapress,FsF-A1-01M,1
Metapress,FsF-R1.1-01M,1
Metapress,FsF-R1.3-02D,1
International Union of Crystallography (IUCr),FsF-F3-01M,2
International Union of Crystallography (IUCr),FsF-A1-03D,2
International Union of Crystallography (IUCr),FsF-R1-01MD,2
International Union of Crystallography (IUCr),FsF-R1.1-01M,2
International Union of Crystallography (IUCr),FsF-R1.3-02D,2
Oncotarget,FsF-F3-01M,2
Oncotarget,FsF-A1-01M,2
Oncotarget,FsF-A1-03D,2
Oncotarget,FsF-R1.3-02D,2
Impact Journals,FsF-F3-01M,2
Impact Journals,FsF-A1-01M,2
Impact Journals,FsF-A1-03D,2
Impact Journals,FsF-R1.3-02D,2
Copernicus Meetings,FsF-F3-01M,1
Copernicus Meetings,FsF-F4-01M,1
Copernicus Meetings,FsF-A1-01M,1
Copernicus Meetings,FsF-A1-03D,1
Copernicus Meetings,FsF-I3-01M,1
Copernicus Meetings,FsF-R1.1-01M,1
Copernicus Meetings,FsF-R1.3-02D,1
Copernicus GmbH,FsF-F3-01M,2
Copernicus GmbH,FsF-F4-01M,2
Copernicus GmbH,FsF-A1-01M,2
Copernicus GmbH,FsF-A1-03D,2
Copernicus GmbH,FsF-I3-01M,2
Copernicus GmbH,FsF-R1.1-01M,2
Copernicus GmbH,FsF-R1.3-02D,2
JAPANESE ASSOCIATION FOR STUDY OF PAIN,FsF-F3-01M,1
JAPANESE ASSOCIATION FOR STUDY OF PAIN,FsF-A1-01M,1
JAPANESE ASSOCIATION FOR STUDY OF PAIN,FsF-A1-03D,1
JAPANESE ASSOCIATION FOR STUDY OF PAIN,FsF-R1.1-01M,1
JAPANESE ASSOCIATION FOR STUDY OF PAIN,FsF-R1.3-02D,1
Japanese Association for the Study of Pain,FsF-F3-01M,2
Japanese Association for the Study of Pain,FsF-A1-01M,2
Japanese Association for the Study of Pain,FsF-A1-03D,2
